𠀀	hē
羫	qiāng kòng
羬	qián xián yán
羭	yú
羮	gēng
羯	jié
羰	tāng
羱	yuán
羲	xī
羳	fán
羴	shān
羵	fén
羶	shān
羷	liǎn
羸	léi
羹	gēng
羺	nóu
羻	qiàng
羼	chàn
羽	yǔ
羾	hóng gòng
羿	yì
翀	chōng
翁	wēng
翂	fēn
翃	hóng
翄	chì
翅	chì
翆	cuì
翇	fú
翈	xiá
翉	běn
翊	yì
翋	là
翌	yì
翍	pī bì pō
翎	líng
翏	liù
翐	zhì
翑	qú yù
習	xí
翓	xié
翔	xiáng
翕	xī
翖	xī
翗	ké
翘	qiáo qiào
翙	huì
翚	huī
翛	xiāo
翜	shà
翝	hóng
翞	jiāng
翟	dí zhái
翠	cuì
翡	fěi
翢	dào zhōu
翣	shà
翤	chì
翥	zhù
翦	jiǎn
翧	xuān
翨	chì
翩	piān
翪	zōng
翫	wán
翬	huī
翭	hóu
翮	hé
翯	hè
翰	hàn
翱	áo
翲	piāo
翳	yì
翴	lián
翵	hóu qú
翶	áo
翷	lín
翸	pěn
翹	qiáo qiào
翺	áo
翻	fān
翼	yì
翽	huì
翾	xuān
翿	dào
耀	yào
老	lǎo
耂	lǎo
考	kǎo
耄	mào
者	zhě
耆	qí shì
耇	gǒu
耈	gǒu
耉	gǒu
耊	dié
耋	dié
而	ér
耍	shuǎ
耎	ruǎn nuò
耏	ér nài
耐	nài
耑	duān zhuān
耒	lěi
耓	tīng
耔	zǐ
耕	gēng
耖	chào
耗	hào
耘	yún
耙	bà pá
耚	pī
耛	sì chí
耜	sì
耝	qù chú
耞	jiā
耟	jù
耠	huō
耡	chú
耢	lào
耣	lún lǔn
耤	jí jiè
耥	tǎng
耦	ǒu
耧	lóu
耨	nòu
耩	jiǎng
耪	pǎng
耫	zhá zé
耬	lóu
耭	jī
耮	lào
耯	huò
耰	yōu
耱	mò
耲	huái
耳	ěr
耴	yì
耵	dīng
耶	yé yē
耷	dā
耸	sǒng
耹	qín
耺	yún yíng
耻	chǐ
耼	dān
耽	dān
耾	hóng
耿	gěng
聀	zhí
聁	pàn
聂	niè
聃	dān
聄	zhěn
聅	chè
聆	líng
聇	zhēng
聈	yǒu
聉	wà tuǐ zhuó
聊	liáo
聋	lóng
职	zhí
聍	níng
聎	tiāo
聏	ér nǜ
聐	yà
聑	tiē zhé
聒	guō
聓	xù
联	lián
聕	hào
聖	shèng
聗	liè
聘	pìn
聙	jīng
聚	jù
聛	bǐ
聜	dǐ zhì
聝	guó
聞	wén
聟	xù
聠	pīng
聡	cōng
聢	dìng
聣	ní
聤	tíng
聥	jǔ
聦	cōng
聧	kuī
聨	lián
聩	kuì
聪	cōng
聫	lián
聬	wēng
聭	kuì
聮	lián
聯	lián
聰	cōng
聱	áo
聲	shēng
聳	sǒng
聴	tīng
聵	kuì
聶	niè
職	zhí
聸	dān
聹	níng
聺	qié
聻	nǐ jiàn
聼	tīng
聽	tīng
聾	lóng
聿	yù
肀	yù
肁	zhào
肂	sì
肃	sù
肄	yì
肅	sù
肆	sì
肇	zhào
肈	zhào
肉	ròu
肊	yì
肋	lèi lē
肌	jī
肍	qiú
肎	kěn
肏	cào
肐	gē
肑	bó dí
肒	huàn
肓	huāng
肔	chǐ
肕	rèn
肖	xiāo xiào
肗	rǔ
肘	zhǒu
肙	yuān
肚	dù dǔ
肛	gāng
肜	róng chēn
肝	gān
肞	chāi
肟	wò
肠	cháng
股	gǔ
肢	zhī
肣	qín hán hàn
肤	fū
肥	féi
肦	bān
肧	pēi
肨	pàng pán pàn
肩	jiān
肪	fáng
肫	zhūn chún
肬	yóu
肭	nà
肮	āng
肯	kěn
肰	rán
肱	gōng
育	yù yō
肳	wěn
肴	yáo
肵	qí
肶	pí bǐ bì
肷	qiǎn
肸	xī
肹	xī
肺	fèi
肻	kěn
肼	jǐng
肽	tài
肾	shèn
肿	zhǒng
胀	zhàng
胁	xié
胂	shèn
胃	wèi
胄	zhòu
胅	dié
胆	dǎn
胇	fèi bì
胈	bá
胉	bó
胊	qú
胋	tián
背	bèi bēi
胍	guā
胎	tāi
胏	zǐ fèi
胐	fěi kū
胑	zhī
胒	nì
胓	píng pēng
胔	zì
胕	fū fú zhǒu
胖	pàng pán pàn
胗	zhēn
胘	xián
胙	zuò
胚	pēi
胛	jiǎ
胜	shèng
胝	zhī
胞	bāo
胟	mǔ
胠	qū
胡	hú
胢	qià
胣	chǐ
胤	yìn
胥	xū
胦	yāng
胧	lóng
胨	dòng
胩	kǎ
胪	lú
胫	jìng
胬	nǔ
胭	yān
胮	pāng
胯	kuà
胰	yí
胱	guāng
胲	hǎi
胳	gē gé
胴	dòng
胵	chī
胶	jiāo
胷	xiōng
胸	xiōng
胹	ér
胺	àn
胻	héng
胼	pián
能	néng nài
胾	zì
胿	guī kuì
脀	zhēng
脁	tiǎo
脂	zhī
脃	cuì
脄	méi
脅	xié
脆	cuì
脇	xié
脈	mài mò
脉	mài mò
脊	jǐ
脋	xié
脌	nín
脍	kuài
脎	sà
脏	zàng
脐	qí
脑	nǎo
脒	mǐ
脓	nóng
脔	luán
脕	wàn
脖	bó
脗	wěn
脘	wǎn
脙	xiū
脚	jiǎo jué
脛	jìng
脜	róu
脝	hēng
脞	cuǒ
脟	liè
脠	shān
脡	tǐng
脢	méi
脣	chún
脤	shèn
脥	jiá
脦	tè
脧	juān
脨	cù
脩	xiū
脪	xìn
脫	tuō
脬	pāo
脭	chéng
脮	něi
脯	fǔ pǔ
脰	dòu
脱	tuō
脲	niào
脳	nǎo
脴	pǐ
脵	gǔ
脶	luó
脷	lì
脸	liǎn
脹	zhàng
脺	cuī
脻	jiē
脼	liǎng
脽	shuí
脾	pí
脿	biāo
腀	lún
腁	pián
腂	guò
腃	juàn
腄	chuí
腅	dàn
腆	tiǎn
腇	něi
腈	jīng
腉	nái
腊	là xī
腋	yè
腌	ā yān
腍	rèn
腎	shèn
腏	zhuì
腐	fǔ
腑	fǔ
腒	jū
腓	féi
腔	qiāng
腕	wàn
腖	dòng
腗	pí
腘	guó
腙	zōng
腚	dìng
腛	wò
腜	méi
腝	ruǎn
腞	zhuàn
腟	chì
腠	còu
腡	luó
腢	ǒu
腣	dì
腤	ān
腥	xīng
腦	nǎo
腧	shù
腨	shuàn
腩	nǎn
腪	yùn
腫	zhǒng
腬	róu
腭	è
腮	sāi
腯	tú
腰	yāo
腱	jiàn
腲	wěi
腳	jiǎo jué
腴	yú
腵	jiā
腶	duàn
腷	bì
腸	cháng
腹	fù
腺	xiàn
腻	nì
腼	miǎn
腽	wà
腾	téng
腿	tuǐ
膀	bǎng páng
膁	qiǎn
膂	lǚ
膃	wà
膄	shòu
膅	táng
膆	sù
膇	zhuì
膈	gé
膉	yì
膊	bó
膋	liáo
膌	jí
膍	pí
膎	xié
膏	gāo gào
膐	lǚ
膑	bìn
膒	ōu
膓	cháng
膔	lù biāo
膕	guó
膖	pāng
膗	chuái
膘	biāo
膙	jiǎng
膚	fū
膛	táng
膜	mó
膝	xī
膞	zhuān chuán chún zhuǎn
膟	lǜ
膠	jiāo
膡	yìng
膢	lǘ
膣	zhì
膤	xuě
膥	cūn
膦	lìn
膧	tóng
膨	péng
膩	nì
膪	chuài
膫	liáo
膬	cuì
膭	kuì
膮	xiāo
膯	tēng
膰	fán pán
膱	zhí
膲	jiāo
膳	shàn
膴	hū wǔ
膵	cuì
膶	rùn
膷	xiāng
膸	suǐ
膹	fèn
膺	yīng
膻	shān dàn
膼	zhuā
膽	dǎn
膾	kuài
膿	nóng
臀	tún
臁	lián
臂	bì bei
臃	yōng
臄	jué
臅	chù
臆	yì
臇	juǎn
臈	là gé
臉	liǎn
臊	sāo sào
臋	tún
臌	gǔ
臍	qí
臎	cuì
臏	bìn
臐	xūn
臑	nào
臒	wò yuè
臓	zàng
臔	xiàn
臕	biāo
臖	xìng
臗	kuān
臘	là
臙	yān
臚	lú
臛	huò
臜	zā
臝	luǒ
臞	qú
臟	zàng
臠	luán
臡	ní luán
臢	zā
臣	chén
臤	qiān xián
臥	wò
臦	guàng jiǒng
臧	zāng zàng cáng
臨	lín
臩	guǎng jiǒng
自	zì
臫	jiǎo
臬	niè
臭	chòu xiù
臮	jì
臯	gāo
臰	chòu
臱	mián biān
臲	niè
至	zhì
致	zhì
臵	gé
臶	jiàn
臷	dié zhí
臸	zhī jìn
臹	xiū
臺	tái
臻	zhēn
臼	jiù
臽	xiàn
臾	yú
臿	chā
舀	yǎo
舁	yú
舂	chōng
舃	xì
舄	xì
舅	jiù
舆	yú
與	yǔ
興	xīng
舉	jǔ
舊	jiù
舋	xìn
舌	shé
舍	shě shè
舎	shè
舏	jiǔ
舐	shì
舑	tān
舒	shū
舓	shì
舔	tiǎn
舕	tàn
舖	pù
舗	pù
舘	guǎn
舙	huà
舚	tiàn
舛	chuǎn
舜	shùn
舝	xiá
舞	wǔ
舟	zhōu
舠	dāo
舡	chuán
舢	shān
舣	yǐ
舤	fán
舥	pā
舦	tài
舧	fán
舨	bǎn
舩	chuán
航	háng
舫	fǎng
般	bān bō pán
舭	bǐ
舮	lú
舯	zhōng
舰	jiàn
舱	cāng
舲	líng
舳	zhú
舴	zé
舵	duò
舶	bó
舷	xián
舸	gě
船	chuán
舺	xiá
舻	lú
舼	qióng
舽	páng
舾	xī
舿	kuā
艀	fú
艁	zào
艂	féng
艃	lí
艄	shāo
艅	yú
艆	láng
艇	tǐng
艈	yù
艉	wěi
艊	bó
艋	měng
艌	niàn
艍	jū
艎	huáng
艏	shǒu
艐	kè
艑	biàn
艒	mù
艓	dié
艔	dào
艕	bàng
艖	chā
艗	yì
艘	sōu
艙	cāng
艚	cáo
艛	lóu
艜	dài
艝	xuě
艞	yào
艟	chōng
艠	dēng
艡	dāng
艢	qiáng
艣	lǔ
艤	yǐ
艥	jí
艦	jiàn
艧	huò
艨	méng
艩	qí
艪	lǔ
艫	lú
艬	chán
艭	shuāng
艮	gèn
良	liáng
艰	jiān
艱	jiān
色	sè shǎi
艳	yàn
艴	fú
艵	pīng
艶	yàn
艷	yàn
艸	cǎo
艹	ǎo cǎo
艺	yì
艻	lè
艼	dǐng
艽	jiāo qiú
艾	ài yì
艿	nǎi
芀	tiáo
芁	qiú
节	jié jiē
芃	péng
芄	wán
芅	yì
芆	chāi chā
芇	mián
芈	mǐ
芉	gǎn
芊	qiān
芋	yù
芌	yù
芍	sháo
芎	xiōng
芏	dù
芐	hù xià
芑	qǐ
芒	máng
芓	zì zǐ
芔	huì hū
芕	suī
芖	zhì
芗	xiāng
芘	bì pí
芙	fú
芚	tún chūn
芛	wěi
芜	wú
芝	zhī
芞	qì
芟	shān
芠	wén
芡	qiàn
芢	rén
芣	fú
芤	kōu
芥	jiè gài
芦	lú
芧	xù zhù
芨	jī
芩	qín
芪	qí
芫	yuán yán
芬	fēn
芭	bā
芮	ruì
芯	xīn xìn
芰	jì
花	huā
芲	lún huā
芳	fāng
芴	wù hū
芵	jué
芶	gōu gǒu
芷	zhǐ
芸	yún
芹	qín
芺	ǎo
芻	chú
芼	máo mào
芽	yá
芾	fèi fú
芿	réng
苀	háng
苁	cōng
苂	chán yín
苃	yǒu
苄	biàn
苅	yì
苆	qiē
苇	wěi
苈	lì
苉	pǐ
苊	è
苋	xiàn
苌	cháng
苍	cāng
苎	zhù
苏	sū sù
苐	dì tí
苑	yuàn
苒	rǎn
苓	líng
苔	tái tāi
苕	tiáo sháo
苖	dí
苗	miáo
苘	qǐng
苙	lì jī
苚	yòng
苛	kē hē
苜	mù
苝	bèi
苞	bāo
苟	gǒu
苠	mín
苡	yǐ
苢	yǐ
苣	jù qǔ
苤	piě
若	ruò rě
苦	kǔ
苧	zhù níng
苨	nǐ
苩	pā bó
苪	bǐng
苫	shān shàn
苬	xiú
苭	yǎo
苮	xiān
苯	běn
苰	hóng
英	yīng
苲	zuó zhǎ
苳	dōng
苴	jū chá
苵	dié
苶	nié
苷	gān
苸	hū
苹	píng pēng
苺	méi
苻	fú
苼	shēng ruí
苽	gū
苾	bì
苿	wèi
茀	fú
茁	zhuó
茂	mào
范	fàn
茄	qié jiā
茅	máo
茆	máo
茇	bá
茈	zǐ cí
茉	mò
茊	zī
茋	zhǐ
茌	chí
茍	jì
茎	jīng
茏	lóng
茐	cōng
茑	niǎo
茒	yuán
茓	xué
茔	yíng
茕	qióng
茖	gè
茗	míng
茘	lì
茙	róng
茚	yìn
茛	gèn
茜	qiàn xī
茝	chǎi zhǐ
茞	chén
茟	yù
茠	hāo
茡	zì
茢	liè
茣	wú
茤	jì
茥	guī
茦	cì
茧	jiǎn
茨	cí
茩	hòu
茪	guāng
茫	máng
茬	chá
茭	jiāo
茮	jiāo
茯	fú
茰	yú
茱	zhū
茲	zī
茳	jiāng
茴	huí
茵	yīn
茶	chá
茷	fá
茸	róng
茹	rú
茺	chōng
茻	mǎng
茼	tóng
茽	zhòng
茾	qiān
茿	zhú
荀	xún
荁	huán
荂	fū
荃	quán
荄	gāi
荅	dá
荆	jīng
荇	xìng
荈	chuǎn
草	cǎo
荊	jīng
荋	ér
荌	àn
荍	qiáo
荎	chí
荏	rěn
荐	jiàn
荑	yí tí
荒	huāng
荓	píng
荔	lì
荕	jīn
荖	lǎo
荗	shù
荘	zhuāng
荙	dá
荚	jiá
荛	ráo
荜	bì
荝	cè
荞	qiáo
荟	huì
荠	jì qí
荡	dàng
荢	zì
荣	róng
荤	hūn xūn
荥	xíng yīng
荦	luò
荧	yíng
荨	qián xún
荩	jìn
荪	sūn
荫	yīn yìn
荬	mǎi
荭	hóng
荮	zhòu
药	yào
荰	dù
荱	wěi
荲	lí
荳	dòu
荴	fū
荵	rěn
荶	yín
荷	hé
荸	bí
荹	bù
荺	yǔn
荻	dí
荼	tú
荽	suī
荾	suī
荿	chéng
莀	chén
莁	wú
莂	bié
莃	xī
莄	gěng
莅	lì
莆	pú
莇	zhù
莈	mò
莉	lì
莊	zhuāng
莋	zuó
莌	tuō
莍	qiú
莎	suō shā
莏	suō
莐	chén
莑	péng fēng
莒	jǔ
莓	méi
莔	méng
莕	xìng
莖	jìng
莗	chē
莘	shēn xīn
莙	jūn
莚	yán
莛	tíng
莜	yóu
莝	cuò
莞	guān guǎn wǎn
莟	hàn
莠	yǒu
莡	cuò
莢	jiá
莣	wáng
莤	sù yóu
莥	niǔ
莦	shāo xiāo
莧	xiàn
莨	làng liáng
莩	fú piǎo
莪	é
莫	mò mù
莬	wèn wǎn miǎn
莭	jié
莮	nán
莯	mù
莰	kǎn
莱	lái
莲	lián
莳	shì shí
莴	wō
莵	tù tú
莶	xiān liǎn
获	huò
莸	yóu
莹	yíng
莺	yīng
莻	neus
莼	chún
莽	mǎng
莾	mǎng
莿	cì
菀	wǎn yùn yù
菁	jīng
菂	dì
菃	qú
菄	dōng
菅	jiān
菆	zōu chù
菇	gū
菈	lā
菉	lù
菊	jú
菋	wèi
菌	jūn jùn
菍	niè rěn
菎	kūn
菏	hé
菐	pú
菑	zī zì zāi
菒	gǎo
菓	guǒ
菔	fú
菕	lún
菖	chāng
菗	chóu
菘	sōng
菙	chuí
菚	zhàn
菛	mén
菜	cài
菝	bá
菞	lí
菟	tù tú
菠	bō
菡	hàn
菢	bào
菣	qìn
菤	juǎn
菥	xī
菦	qín
菧	dǐ
菨	jiē shà
菩	pú
菪	dàng
菫	jǐn
菬	qiáo zhǎo
菭	tái zhī chí
菮	gēng
華	huá huà huā
菰	gū
菱	líng
菲	fēi fěi
菳	qín qīn jīn
菴	ān
菵	wǎng
菶	běng
菷	zhǒu
菸	yān
菹	zū
菺	jiān
菻	lǐn má
菼	tǎn
菽	shū
菾	tián tiàn
菿	dào
萀	hǔ
萁	qí
萂	hé
萃	cuì
萄	táo
萅	chūn
萆	bì
萇	cháng
萈	huán
萉	fèi
萊	lái
萋	qī
萌	méng
萍	píng
萎	wěi
萏	dàn
萐	shà
萑	huán
萒	yǎn
萓	yí
萔	tiáo
萕	qí
萖	wǎn
萗	cè
萘	nài
萙	zhěn
萚	tuò
萛	jiū
萜	tiē
萝	luó
萞	bì
萟	yì
萠	pān
萡	bó
萢	pāo
萣	dìng
萤	yíng
营	yíng
萦	yíng
萧	xiāo
萨	sà
萩	qiū
萪	kē
萫	xiāng
萬	wàn
萭	yǔ
萮	yú
萯	fù
萰	liàn
萱	xuān
萲	xuān
萳	nǎn
萴	cè
萵	wō
萶	chǔn
萷	shāo
萸	yú
萹	biān
萺	mào
萻	ān
萼	è
落	là luò lào
萾	yíng
萿	kuò
葀	kuò
葁	jiāng
葂	miǎn
葃	zuò
葄	zuò
葅	zū
葆	bǎo
葇	róu
葈	xǐ
葉	yè
葊	ān
葋	qú
葌	jiān
葍	fú
葎	lǜ
葏	jīng
葐	pén
葑	fēng
葒	hóng
葓	hóng
葔	hóu
葕	xìng
葖	tū
著	zhù zhuó zhe
葘	zī
葙	xiāng
葚	shèn rèn
葛	gé gě
葜	qiā
葝	qíng
葞	mǐ
葟	huáng
葠	shēn
葡	pú
葢	gài
董	dǒng
葤	zhòu
葥	qián
葦	wěi
葧	bó
葨	wēi
葩	pā
葪	jì
葫	hú
葬	zàng
葭	jiā
葮	duàn
葯	yào
葰	jùn
葱	cōng
葲	quán
葳	wēi
葴	zhēn
葵	kuí
葶	tíng
葷	hūn
葸	xǐ
葹	shī
葺	qì
葻	lán
葼	zōng
葽	yāo
葾	yuān
葿	méi
蒀	yūn
蒁	shù
蒂	dì
蒃	zhuàn
蒄	guān
蒅	rǎn
蒆	xuē
蒇	chǎn
蒈	kǎi
蒉	kuì kuài
蒊	huā
蒋	jiǎng
蒌	lóu
蒍	wěi
蒎	pài
蒏	yòng
蒐	sōu
蒑	yīn
蒒	shī
蒓	chún
蒔	shì shí
蒕	yūn
蒖	zhēn
蒗	làng
蒘	rú ná
蒙	mēng méng měng
蒚	lì
蒛	quē
蒜	suàn
蒝	yuán huán
蒞	lì
蒟	jǔ
蒠	xī
蒡	bàng
蒢	chú
蒣	xú shú
蒤	tú
蒥	liú
蒦	huò
蒧	diǎn
蒨	qiàn
蒩	zū jù
蒪	pò
蒫	cuó
蒬	yuān
蒭	chú
蒮	yù
蒯	kuǎi
蒰	pán
蒱	pú
蒲	pú
蒳	nà
蒴	shuò
蒵	xí xì
蒶	fén
蒷	yún
蒸	zhēng
蒹	jiān
蒺	jí
蒻	ruò
蒼	cāng
蒽	ēn
蒾	mí
蒿	hāo
蓀	sūn
蓁	zhēn
蓂	míng
蓃	sōu sǒu
蓄	xù
蓅	liú
蓆	xí
蓇	gū
蓈	láng
蓉	róng
蓊	wěng
蓋	gài gě hé
蓌	cuò
蓍	shī
蓎	táng
蓏	luǒ
蓐	rù
蓑	suō
蓒	xuān
蓓	bèi
蓔	yǎo zhuó
蓕	guì
蓖	bì
蓗	zǒng
蓘	gǔn
蓙	zuò
蓚	tiáo
蓛	cè
蓜	pèi
蓝	lán
蓞	dàn
蓟	jì
蓠	lí
蓡	shēn
蓢	lǎng
蓣	yù
蓤	líng
蓥	yíng
蓦	mò
蓧	diào tiáo dí
蓨	tiáo
蓩	mǎo
蓪	tōng
蓫	zhú
蓬	péng
蓭	ān
蓮	lián
蓯	cōng
蓰	xǐ
蓱	píng
蓲	qiū xū fū
蓳	jǐn
蓴	chún
蓵	jié
蓶	wéi
蓷	tuī
蓸	cáo
蓹	yù
蓺	yì
蓻	zí jú
蓼	liǎo lù
蓽	bì
蓾	lǔ
蓿	xù
蔀	bù
蔁	zhāng
蔂	léi
蔃	qiáng jiàng
蔄	màn
蔅	yán
蔆	líng
蔇	jì
蔈	biāo
蔉	gǔn
蔊	hàn
蔋	dí
蔌	sù
蔍	lù
蔎	shè
蔏	shāng
蔐	dí
蔑	miè
蔒	hūn
蔓	màn wàn
蔔	bo
蔕	dì
蔖	cuó
蔗	zhè
蔘	shēn
蔙	xuàn
蔚	wèi yù
蔛	hú
蔜	áo
蔝	mǐ
蔞	lóu
蔟	cù
蔠	zhōng
蔡	cài
蔢	pó
蔣	jiǎng
蔤	mì
蔥	cōng
蔦	niǎo
蔧	huì
蔨	juàn
蔩	yín
蔪	jiān
蔫	niān
蔬	shū
蔭	yīn
蔮	guó
蔯	chén
蔰	hù
蔱	shā
蔲	kòu
蔳	qiàn
蔴	má
蔵	zàng
蔶	zé
蔷	qiáng
蔸	dōu
蔹	liǎn
蔺	lìn
蔻	kòu
蔼	ǎi
蔽	bì
蔾	lí
蔿	wěi
蕀	jí
蕁	qián xún
蕂	shèng
蕃	fān fán bō
蕄	méng
蕅	ǒu
蕆	chǎn
蕇	diǎn
蕈	xùn
蕉	jiāo qiáo
蕊	ruǐ
蕋	ruǐ
蕌	lěi
蕍	yú
蕎	qiáo
蕏	zhū
蕐	huá
蕑	jiān
蕒	mǎi
蕓	yún
蕔	bāo
蕕	yóu
蕖	qú
蕗	lù
蕘	ráo
蕙	huì
蕚	è
蕛	tí
蕜	fěi
蕝	jué
蕞	zuì
蕟	fà
蕠	rú
蕡	fén
蕢	kuì
蕣	shùn
蕤	ruí
蕥	yǎ
蕦	xū
蕧	fù
蕨	jué
蕩	dàng
蕪	wú
蕫	dǒng
蕬	sī
蕭	xiāo
蕮	xì
蕯	sà
蕰	yùn wēn
蕱	shāo
蕲	qí
蕳	jiān
蕴	yùn
蕵	sūn
蕶	líng
蕷	yù
蕸	xiá
蕹	wèng
蕺	jí
蕻	hòng
蕼	sì
蕽	nóng
蕾	lěi
蕿	xuān
薀	yùn
薁	yù
薂	xí xiào
薃	hào
薄	báo bó bò
薅	hāo
薆	ài
薇	wēi
薈	huì
薉	huì
薊	jì
薋	cí zī
薌	xiāng
薍	wàn luàn
薎	miè
薏	yì
薐	léng
薑	jiāng
薒	càn
薓	shēn
薔	qiáng sè
薕	lián
薖	kē
薗	yuán
薘	dá
薙	tì
薚	tāng
薛	xuē
薜	bì
薝	zhān
薞	sūn
薟	xiān liǎn
薠	fán
薡	dǐng
薢	xiè
薣	gǔ
薤	xiè
薥	shǔ
薦	jiàn
薧	hāo kǎo
薨	hōng
薩	sà
薪	xīn
薫	xūn
薬	yào
薭	bài
薮	sǒu
薯	shǔ
薰	xūn
薱	duì
薲	pín
薳	yuǎn wěi
薴	níng
薵	chóu zhòu
薶	mái wō
薷	rú
薸	piáo
薹	tái
薺	jì qí
薻	zǎo
薼	chén
薽	zhēn
薾	ěr
薿	nǐ
藀	yíng
藁	gǎo
藂	cóng
藃	xiāo hào
藄	qí
藅	fá
藆	jiǎn
藇	xù yù xū
藈	kuí
藉	jiè jí
藊	biǎn
藋	diào zhuó
藌	mí
藍	lán
藎	jìn
藏	cáng zàng
藐	miǎo
藑	qióng
藒	qì
藓	xiǎn
藔	liáo
藕	ǒu
藖	xián
藗	sù
藘	lǘ
藙	yì
藚	xù
藛	xiě
藜	lí
藝	yì
藞	lǎ
藟	lěi
藠	jiào
藡	dí
藢	zhǐ
藣	bēi
藤	téng
藥	yào
藦	mò
藧	huàn
藨	biāo pāo
藩	fān
藪	sǒu
藫	tán
藬	tuī
藭	qióng
藮	qiáo
藯	wèi
藰	liú liǔ
藱	huì huí
藲	ōu
藳	gǎo
藴	yùn
藵	bǎo
藶	lì
藷	shǔ
藸	zhū chú
藹	ǎi
藺	lìn
藻	zǎo
藼	xuān
藽	qìn
藾	lài
藿	huò
蘀	tuò
蘁	wù
蘂	ruǐ
蘃	ruǐ
蘄	qí
蘅	héng
蘆	lú
蘇	sū
蘈	tuí
蘉	máng
蘊	yùn
蘋	pín píng
蘌	yù
蘍	xūn
蘎	jì
蘏	jiōng
蘐	xuān
蘑	mó
蘒	qiū
蘓	sū
蘔	jiōng
蘕	péng
蘖	niè
蘗	bò
蘘	ráng
蘙	yì
蘚	xiǎn
蘛	yú
蘜	jú
蘝	liǎn
蘞	liǎn
蘟	yǐn
蘠	qiáng
蘡	yīng
蘢	lóng
蘣	tǒu
蘤	huā
蘥	yuè
蘦	lìng
蘧	qú
蘨	yáo
蘩	fán
蘪	mí
蘫	lán
蘬	guī
蘭	lán
蘮	jì
蘯	dàng
蘰	màn
蘱	lèi
蘲	léi
蘳	huī
蘴	fēng
蘵	zhī
蘶	wèi
蘷	kuí
蘸	zhàn
蘹	huái
蘺	lí
蘻	jì
蘼	mí
蘽	lěi
蘾	huài
蘿	luó
虀	jī
虁	kuí
虂	lù
虃	jiān
虄	sal
虅	téng
虆	léi
虇	quǎn
虈	xiāo
虉	yì
虊	luán
虋	mén
虌	biē
虍	hū
虎	hǔ
虏	lǔ
虐	nüè
虑	lǜ
虒	sī
虓	xiāo
虔	qián
處	chǔ
虖	hū
虗	xū
虘	cuó
虙	fú
虚	xū
虛	xū
虜	lǔ
虝	hǔ
虞	yú
號	hào háo
虠	jiāo
虡	jù
虢	guó
虣	bào
虤	yán
虥	zhàn
虦	zhàn
虧	kuī
虨	bīn
虩	xì
虪	shù
虫	chóng
虬	qiú
虭	diāo
虮	jǐ
虯	qiú
虰	dīng
虱	shī
虲	xiā
虳	jué
虴	zhé
虵	shé
虶	yú
虷	hán
虸	zǐ
虹	hóng
虺	huǐ huī
虻	méng
虼	gè
虽	suī
虾	xiā hā
虿	chài
蚀	shí
蚁	yǐ
蚂	mǎ mā mà
蚃	xiǎng
蚄	fāng bàng
蚅	è
蚆	bā
蚇	chǐ
蚈	qiān
蚉	wén
蚊	wén
蚋	ruì
蚌	bàng bèng
蚍	pí
蚎	yuè
蚏	yuè
蚐	jūn
蚑	qí
蚒	tóng
蚓	yǐn
蚔	qí zhǐ
蚕	cán
蚖	yuán wán
蚗	jué quē
蚘	huí
蚙	qín qián
蚚	qí
蚛	zhòng
蚜	yá
蚝	háo
蚞	mù
蚟	wáng
蚠	fén
蚡	fén
蚢	háng
蚣	gōng zhōng
蚤	zǎo
蚥	fù fǔ
蚦	rán
蚧	jiè
蚨	fú
蚩	chī
蚪	dǒu
蚫	bào
蚬	xiǎn
蚭	ní
蚮	dài dé
蚯	qiū
蚰	yóu
蚱	zhà
蚲	píng
蚳	chí
蚴	yòu
蚵	kē
蚶	hān
蚷	jù
蚸	lì
蚹	fù
蚺	rán
蚻	zhá
蚼	gǒu qú xù
蚽	pí
蚾	pí bǒ
蚿	xián
蛀	zhù
蛁	diāo
蛂	bié
蛃	bīng
蛄	gū
蛅	zhān
蛆	qū
蛇	shé yí
蛈	tiě
蛉	líng
蛊	gǔ
蛋	dàn
蛌	tún
蛍	yíng
蛎	lì
蛏	chēng
蛐	qū
蛑	móu
蛒	gé luò
蛓	cì
蛔	huí
蛕	huí
蛖	máng bàng
蛗	fù
蛘	yáng
蛙	wā
蛚	liè
蛛	zhū
蛜	yī
蛝	xián
蛞	kuò
蛟	jiāo
蛠	lì
蛡	yì xǔ
蛢	píng
蛣	jié
蛤	gé há
蛥	shé
蛦	yí
蛧	wǎng
蛨	mò
蛩	qióng
蛪	qiè ní
蛫	guǐ
蛬	qióng
蛭	zhì
蛮	mán
蛯	lǎo
蛰	zhé
蛱	jiá
蛲	náo
蛳	sī
蛴	qí
蛵	xíng
蛶	jiè
蛷	qiú
蛸	xiāo shāo
蛹	yǒng
蛺	jiá
蛻	tuì
蛼	chē
蛽	bèi
蛾	é yǐ
蛿	hàn
蜀	shǔ
蜁	xuán
蜂	fēng
蜃	shèn
蜄	shèn
蜅	fǔ
蜆	xiǎn
蜇	zhé
蜈	wú
蜉	fú
蜊	lì
蜋	láng
蜌	bì
蜍	chú
蜎	yuān
蜏	yǒu
蜐	jié
蜑	dàn
蜒	yán
蜓	tíng
蜔	diàn
蜕	tuì
蜖	huí
蜗	wō
蜘	zhī
蜙	zhōng
蜚	fēi
蜛	jū
蜜	mì
蜝	qí
蜞	qí
蜟	yù
蜠	jùn
蜡	là zhà
蜢	měng
蜣	qiāng
蜤	sī
蜥	xī
